,start,end,duration,text
65,00:03:26.700,00:03:30.200,3.5, and they are not included in the plan of salvation according to the Bible.
66,00:03:30.200,00:03:34.200,4.0," If there are aliens, they may also have been excluded from the plan of salvation."
67,00:03:34.200,00:03:39.100,4.899993896484375," One would not need to conclude from this that they, like fallen angels, would be eternally punished."
68,00:03:39.100,00:03:41.300,2.1999969482421875, They might just die and that's it.
69,00:03:41.300,00:03:43.500,2.1999969482421875," On the other hand, and this is where I want to go,"
70,00:03:43.500,00:03:48.300,4.8000030517578125," because I'm amazed, I'm just frankly amazed that everybody I've seen write on this subject"
71,00:03:48.300,00:03:51.400,3.100006103515625, acts like Romans chapter 8 doesn't exist.
72,00:03:51.400,00:03:55.200,3.8000030517578125, Romans chapter 8 and Colossians chapter 1 answers this question.
73,00:03:55.200,00:03:59.200,4.0," And it's like, could someone please quote the Bible if we're talking about it?"
74,00:03:59.200,00:04:04.500,5.29998779296875," E.T.'s, on the other hand, would be included under the atonement of Christ,"
75,00:04:04.500,00:04:07.000,2.5, but not in a spiritual salvation sense.
76,00:04:07.000,00:04:08.000,1.0, Here's how they would be included.
77,00:04:08.000,00:04:12.000,4.0," They would be included with everything else in the created world, the created cosmos."
78,00:04:12.000,00:04:14.000,2.0," Romans 8, now listen to this as I read."
79,00:04:14.000,00:04:15.300,1.300018310546875," Paul says,"
80,00:04:15.300,00:04:15.800,0.5, Catch this.
81,00:04:15.800,00:04:17.800,2.0," Paul says,"
82,00:04:17.800,00:04:19.300,1.5, And it's by God's design.
83,00:04:19.300,00:04:20.800,1.5, Just read you Colossians 1.
84,00:04:20.800,00:04:24.300,3.5, Same idea. I'm amazed that it's like nobody knows these passages are there.
85,00:04:24.300,00:04:26.300,2.0," Colossians 1, Paul writing again,"
86,00:04:26.300,00:04:31.800,5.5, But one of the reasons that God came up with the plan of the incarnation of redemption
87,00:04:31.800,00:04:39.800,8.0," was so that the entire cosmos, which He through Christ created, could be saved and redeemed."
88,00:04:39.800,00:04:45.800,6.0," The only way you are not in that group is if you retain deliberately by your own choice,"
89,00:04:45.800,00:04:47.300,1.5, your moral guilt before God.
90,00:04:47.300,00:04:50.800,3.5," If you've never had moral guilt before God, if you've never fallen,"
91,00:04:50.800,00:04:56.800,6.0," And again, if ET's out there and there's no fall out there on another planet, he's in."
92,00:04:56.800,00:04:59.800,3.0, This is a totally irrelevant question.
93,00:04:59.800,00:05:03.800,4.0, And I don't know why it has plagued the church for so long.
